No,Gender,Marital status,Age,Education,Position,AC1,AC2,AC3,AC4,AC5,AC6,CC1,CC2,CC3,CC4,CC5,CC6,NC1,NC2,NC3,NC4,NC5,NC6,OCB1,OCB2,OCB3,OCB4,OCB5,OCB6,OCB7,OCB8,JP1,JP2,JP3,JP4
112,Male,Married,36-45,College,Manager/Leader,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,4,5,4,6,6,4,5,5,5,5,6,3,3,4,6
113,Male,Married,36-45,College,Manager/Leader,5,5,6,6,5,6,6,5,6,6,6,6,5,4,5,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6
114,Male,Married,36-45,University,Manager/Leader,7,7,7,6,5,5,7,7,7,7,7,7,5,6,6,5,6,7,5,7,5,6,5,5,7,7,6,5,7,6
115,Male,Married,36-45,University,Manager/Leader,5,5,5,4,6,5,5,5,6,5,5,6,6,6,5,5,4,6,6,6,6,5,4,4,5,5,6,6,5,5
116,Male,Married,36-45,College,Manager/Leader,6,5,5,4,5,5,3,6,5,6,4,4,4,5,5,4,5,5,5,6,6,4,3,5,5,5,3,5,5,5
117,Male,Married,46-55,University,Worker,5,5,4,5,5,5,6,6,6,6,6,6,5,5,6,6,5,6,6,6,6,5,4,4,6,5,5,5,5,6
118,Male,Married,46-55,University,Worker,6,6,6,6,6,6,3,3,2,2,3,3,6,5,5,3,3,3,7,6,6,6,5,6,5,5,6,6,6,6
119,Male,Married,36-45,University,Employee,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2
120,Male,Married,36-45,University,Employee,4,5,5,6,6,6,3,4,4,3,4,3,3,3,5,5,4,3,5,4,5,6,5,5,6,5,6,5,3,4
121,Male,Married,36-45,University,Manager/Leader,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7
122,Male,Married,>55,Master,Worker,4,3,2,2,5,7,6,6,5,6,7,6,1,4,4,3,5,4,6,6,5,6,6,6,6,5,4,4,4,3
123,Male,Married,36-45,University,Manager/Leader,7,6,6,4,7,6,6,6,6,6,6,6,7,7,6,6,6,6,7,7,7,7,7,6,7,7,6,6,6,6
124,Male,Married,>55,Master,Worker,3,3,4,3,3,4,4,4,4,5,5,5,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4
125,Male,Married,36-45,University,Manager/Leader,6,6,6,7,7,6,5,5,5,6,6,6,5,4,5,5,4,4,6,6,6,6,6,6,6,6,5,6,5,7
126,Male,Married,>55,Master,Worker,6,6,6,6,5,6,6,5,7,7,7,7,6,6,6,6,6,6,5,7,4,6,6,6,6,5,6,6,7,6
127,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,5,5,5,5,5,7,4,4,6,6,4,4,5,3,4,4,5,4,4,4,5,6,4,4,4,4,4,4,4,5
128,Female,Married,25-35,High School,Manager/Leader,4,5,4,3,4,5,5,5,5,4,5,6,5,4,5,3,5,5,6,7,6,6,6,6,6,6,5,5,4,5
129,Male,Married,36-45,University,Employee,6,6,6,6,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,4,2,3,4,6,5,6,6
130,Male,Married,>55,University,Worker,5,5,6,5,6,5,4,3,4,4,4,4,6,6,4,3,4,5,6,6,6,5,3,5,3,5,6,6,6,6
131,Female,Single,25-35,High School,Board of Directors,6,6,6,5,6,6,6,5,6,6,5,5,5,5,6,6,6,6,4,5,3,4,5,5,4,5,6,3,4,5
132,Female,Married,25-35,High School,Manager/Leader,3,2,2,3,4,3,2,4,3,2,3,4,3,2,4,4,4,2,5,4,4,3,6,6,5,6,4,6,3,2
133,Male,Married,36-45,University,Employee,3,3,3,3,3,6,5,5,4,5,5,5,5,5,6,6,6,5,5,6,5,4,2,2,6,6,6,5,6,3
134,Female,Single,25-35,High School,Chief/Deputy Chief of Staff,3,5,5,5,3,7,3,3,3,3,5,3,5,5,5,3,5,6,4,5,5,5,3,5,6,5,5,4,3,6
135,Male,Married,46-55,University,Worker,7,7,7,7,6,4,7,7,7,6,6,6,7,7,7,7,7,7,6,6,6,6,5,5,6,6,5,7,6,6
136,Male,Married,46-55,University,Worker,5,5,5,5,5,5,6,6,6,6,6,6,4,4,4,5,5,5,5,6,5,5,2,4,5,6,5,4,4,4
137,Female,Single,25-35,High School,Chief/Deputy Chief of Staff,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,7,6,5,6
138,Female,Married,25-35,College,Manager/Leader,3,3,3,3,1,4,4,6,6,5,5,6,5,4,1,1,3,6,3,3,1,3,5,6,6,7,7,2,2,3
139,Male,Married,46-55,University,Employee,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
140,Male,Married,36-45,University,Employee,7,7,7,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6
141,Male,Married,>55,University,Worker,1,1,1,1,1,1,2,4,2,7,7,7,2,1,2,1,2,2,3,4,4,5,5,5,3,7,2,2,3,2
142,Female,Married,25-35,High School,Manager/Leader,2,2,2,1,2,1,2,2,1,3,1,2,5,4,6,2,6,3,5,4,5,6,4,5,4,5,5,5,2,1
143,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,3,3,4,2,3,2,3,3,3,3,3,3,4,4,5,1,3,3,2,1,3,4,4,4,2,2,5,2,2,2
144,Male,Married,>55,Master,Worker,6,6,6,5,5,4,6,5,5,4,5,5,4,4,6,6,4,6,5,5,5,5,5,5,5,5,6,5,5,5
145,Female,Married,25-35,High School,Manager/Leader,6,6,7,7,6,6,6,6,6,7,6,6,7,7,7,7,6,7,5,6,5,3,5,5,5,6,6,2,6,5
146,Female,Married,25-35,High School,Manager/Leader,5,5,5,5,4,4,5,6,5,5,5,6,6,6,5,4,5,5,6,6,6,6,6,6,6,7,6,6,6,5
147,Male,Married,>55,University,Worker,5,5,5,6,6,5,5,5,5,5,5,6,5,4,7,6,7,7,6,7,5,7,6,6,6,7,7,5,5,4
148,Female,Married,25-35,High School,Manager/Leader,5,4,4,3,4,5,2,4,5,5,6,4,4,5,5,5,5,4,5,6,6,4,6,4,5,4,6,5,3,3
149,Male,Married,46-55,University,Employee,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,3,4,5,4,4,3,4,5,5,4,5,4,4,4,3
150,Male,Married,>55,University,Worker,5,4,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,6,5,5,4,4,6,4,4,3,3
151,Female,Single,25-35,High School,Chief/Deputy Chief of Staff,4,3,2,2,5,7,6,6,5,6,7,6,1,4,4,3,5,4,6,6,5,6,6,6,6,5,4,4,4,3
152,Male,Married,36-45,College,Manager/Leader,6,6,6,6,6,7,6,7,7,7,7,7,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6
153,Male,Married,36-45,University,Manager/Leader,5,5,5,6,5,5,6,6,6,5,5,6,6,5,5,5,5,5,6,6,5,5,6,6,6,6,5,5,5,5
154,Male,Married,>55,Master,Worker,6,6,6,5,6,6,2,5,4,5,5,3,5,5,4,4,5,5,5,5,4,5,4,7,3,3,4,3,5,6
155,Male,Married,36-45,University,Employee,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
156,Male,Married,>55,University,Worker,5,5,4,4,5,4,3,4,5,5,4,5,5,5,5,4,5,4,7,6,6,6,6,6,6,6,5,5,5,5
157,Male,Married,>55,Master,Worker,5,5,5,5,5,7,4,4,6,6,4,4,5,3,4,4,5,4,4,4,5,6,4,4,4,4,4,4,4,5
158,Male,Married,46-55,University,Worker,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,4,5,6,6,6,6,7,7
159,Male,Married,>55,University,Worker,4,4,3,3,5,5,2,3,4,4,3,5,3,4,4,5,3,4,3,4,5,5,2,4,2,3,4,4,3,4
160,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,5,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,6,5,5,5
161,Male,Married,46-55,University,Worker,7,7,7,7,6,7,5,6,6,6,6,6,6,6,4,4,5,5,6,7,5,5,4,7,6,6,6,6,6,6
162,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,4,6,5,6,6,6,7,7,7,7,5,6,6,6,7,7,7,7,6,6,6,7,7,7,6,6,6,6,6,6
163,Male,Married,46-55,University,Worker,6,6,6,5,5,5,6,6,5,6,6,6,6,6,6,5,5,3,5,5,5,5,3,4,5,5,6,6,5,5
164,Female,Married,25-35,High School,Manager/Leader,4,3,4,3,6,4,4,3,5,4,4,5,3,4,4,3,4,4,4,4,4,4,3,2,3,4,5,5,4,3
165,Male,Married,36-45,College,Manager/Leader,5,6,4,4,4,5,6,7,7,6,6,6,5,3,5,6,6,6,6,6,5,5,5,5,5,4,5,5,5,4
166,Male,Married,36-45,University,Employee,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,6,1,1,7,7,7,6,7,7
167,Female,Married,25-35,High School,Manager/Leader,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,6,7
168,Female,Married,25-35,College,Manager/Leader,2,1,2,2,2,2,3,2,2,2,2,3,2,2,3,4,3,2,6,6,5,6,5,5,5,5,4,5,4,2
169,Male,Married,46-55,University,Employee,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,6,6,6,5,5,5,7,4,6,6
170,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,6,6,6,5,5,4,6,5,5,4,5,5,4,4,6,6,4,6,5,5,5,5,5,5,5,5,6,5,5,5
171,Male,Married,46-55,University,Worker,6,5,4,4,6,7,7,7,7,6,7,7,4,4,5,4,4,5,4,5,4,5,4,2,3,2,4,7,4,4
172,Male,Married,>55,University,Worker,3,4,3,3,2,4,6,6,6,6,6,7,4,4,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,4
173,Male,Married,36-45,University,Employee,4,4,5,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
174,Male,Married,46-55,University,Worker,4,3,5,3,5,5,5,6,6,7,6,6,5,5,5,5,5,5,5,5,5,6,6,6,4,4,5,3,4,4
175,Male,Married,36-45,University,Manager/Leader,5,5,6,3,4,3,6,6,5,5,6,5,5,5,6,5,7,5,5,6,5,5,3,4,5,5,5,3,3,5
176,Male,Married,46-55,University,Employee,6,7,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,6,6,7,6,6,6,7,6,6,7,6,6,6
177,Male,Married,36-45,College,Manager/Leader,6,6,7,7,6,6,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,6,6,6,7,5,7,7,7,7
178,Male,Married,36-45,University,Manager/Leader,5,5,5,4,4,4,4,4,5,5,5,5,5,5,6,6,5,5,4,5,5,5,3,6,4,3,3,3,4,4
179,Female,Married,25-35,High School,Manager/Leader,5,5,6,5,6,6,5,5,5,5,5,6,5,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
180,Male,Married,>55,University,Worker,3,3,4,3,4,4,2,2,3,3,4,4,4,4,4,5,4,3,4,4,4,4,3,4,4,4,5,5,4,3
181,Female,Married,25-35,High School,Manager/Leader,5,6,5,5,5,7,5,5,5,4,5,5,5,5,4,4,5,5,5,6,6,5,2,2,2,2,5,6,4,5
182,Male,Married,36-45,University,Manager/Leader,6,6,6,6,6,6,6,4,5,3,3,3,3,3,5,5,5,5,6,5,6,4,4,4,4,4,5,5,5,6
183,Male,Married,46-55,University,Worker,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,4,4,4,4
184,Female,Married,25-35,High School,Manager/Leader,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,6,7,7,6,6,7,7,5,4,6,5,6,6,5,5
185,Male,Married,>55,University,Worker,6,6,6,5,6,6,6,6,6,5,6,7,6,6,6,6,5,6,5,6,6,6,6,4,5,4,6,5,6,5
186,Female,Married,25-35,College,Manager/Leader,3,4,3,3,2,3,1,1,1,1,1,1,2,2,5,2,3,1,7,5,1,1,1,7,1,5,5,2,1,3
187,Male,Married,36-45,University,Employee,4,5,4,3,4,4,4,6,5,6,6,6,3,3,5,4,4,3,4,5,4,3,5,5,4,5,5,3,4,5
188,Male,Married,46-55,University,Worker,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,4,2,6,4,7,7,7,6
189,Male,Married,46-55,University,Worker,5,5,5,4,4,4,6,5,6,6,5,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,5,4,4
190,Male,Married,36-45,University,Manager/Leader,5,5,5,5,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,4,5,5,6,5,3,3
191,Male,Married,46-55,University,Worker,5,6,6,5,4,5,5,5,5,5,5,5,5,4,6,5,4,5,5,5,5,6,4,4,4,4,6,5,6,6
192,Female,Single,18-24,High School,Board of Directors,7,7,5,7,6,7,6,7,6,6,6,6,5,5,5,5,5,5,7,7,5,7,7,4,3,4,7,1,7,7
193,Male,Married,46-55,University,Worker,4,3,4,3,4,4,3,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,3,2,4,3,3,3
194,Female,Married,25-35,High School,Manager/Leader,4,4,5,7,5,7,5,6,5,6,5,5,6,6,6,6,5,6,6,6,5,6,6,6,6,5,5,6,5,6
195,Male,Married,36-45,University,Employee,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
196,Male,Married,36-45,College,Manager/Leader,4,4,4,3,3,4,5,7,5,5,5,6,5,3,5,4,5,5,5,6,6,5,2,4,4,3,5,6,4,4
197,Male,Married,36-45,College,Manager/Leader,4,4,4,3,5,4,4,4,4,4,4,5,4,4,3,3,3,3,6,6,3,5,6,6,6,6,3,4,4,6
198,Male,Married,46-55,University,Worker,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
199,Male,Married,46-55,University,Worker,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
200,Female,Married,25-35,College,Manager/Leader,4,4,4,4,5,6,5,6,6,5,5,5,5,5,6,7,6,6,7,6,6,6,6,6,6,6,5,6,6,5
201,Male,Married,36-45,University,Manager/Leader,7,6,6,7,7,7,5,7,6,7,7,6,6,6,7,5,6,6,6,6,6,6,6,7,5,6,6,6,7,6
202,Male,Married,46-55,University,Worker,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,4,4
203,Male,Married,>55,University,Worker,5,5,5,7,6,6,6,5,6,5,6,5,5,5,5,6,6,6,5,5,5,4,3,3,3,3,6,5,6,6
204,Male,Married,36-45,University,Manager/Leader,4,3,2,2,2,2,7,7,7,7,7,7,5,4,3,3,4,5,3,4,6,5,3,2,1,4,5,4,1,5
205,Male,Married,36-45,College,Manager/Leader,6,6,6,6,6,6,6,6,6,6,6,6,4,5,4,5,5,6,5,6,6,6,6,4,6,6,4,5,5,6
206,Female,Married,25-35,High School,Manager/Leader,5,5,5,5,5,5,7,7,7,7,7,7,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,4,5,4
207,Male,Married,>55,Master,Worker,4,4,5,4,5,4,5,5,5,6,5,5,4,4,5,5,5,4,4,6,4,4,4,2,3,4,5,7,4,4
208,Female,Single,25-35,High School,Chief/Deputy Chief of Staff,4,4,5,4,5,4,5,5,5,6,5,5,4,4,5,5,5,4,4,6,4,4,4,2,3,4,5,7,4,4
209,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,3,3,3,4,5,5,5,4,5,5,5,5,6,6,6,4,6,5,4,6,4,4,2,5,5,4,6,3,3,2
210,Male,Married,36-45,University,Employee,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
211,Male,Married,46-55,University,Worker,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,3,6,4,7,3,3,4
212,Male,Married,36-45,University,Manager/Leader,4,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,6,6,5,6,6,6,6,6,6,6,5,5
213,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7
214,Female,Married,25-35,College,Manager/Leader,5,5,5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5
215,Male,Married,46-55,University,Worker,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,6,5,7,7,7,7,7,7,7,7,7,7,7,7
216,Male,Married,46-55,University,Worker,4,5,5,4,4,6,4,5,5,5,5,5,7,6,7,7,6,6,6,6,7,6,5,5,6,6,6,6,6,6
217,Male,Married,>55,Doctorate,Worker,5,5,5,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4
218,Female,Married,25-35,High School,Manager/Leader,5,5,5,5,6,6,7,7,7,6,7,7,5,5,6,5,6,6,5,7,5,5,7,6,6,7,7,2,5,6
219,Male,Married,36-45,University,Employee,6,6,5,5,5,5,7,5,6,6,5,6,5,5,4,4,5,4,6,6,5,5,4,5,6,6,5,6,5,5
220,Male,Married,36-45,University,Employee,7,7,7,6,7,7,7,6,7,5,6,7,7,7,7,7,7,7,4,7,6,6,3,5,6,6,6,5,6,5
221,Male,Married,>55,University,Worker,6,6,5,6,5,5,7,7,7,7,7,7,5,5,4,2,2,2,4,5,2,2,2,2,2,2,6,5,4,5
222,Male,Married,46-55,University,Worker,5,5,6,5,6,6,4,6,6,6,6,6,5,5,5,5,5,5,4,6,5,3,3,3,4,3,6,4,6,5
223,Male,Married,46-55,University,Employee,3,3,1,2,1,1,3,3,2,2,1,2,1,2,3,4,3,1,4,2,4,4,4,1,3,3,1,4,1,1
224,Female,Married,25-35,High School,Chief/Deputy Chief of Staff,3,3,2,2,4,4,4,3,3,3,2,2,2,4,3,3,3,4,2,2,2,4,2,2,2,3,3,2,4,2
